org_type,org_name,match_name,match_type,org_rbz,org_prv,match_rbz,o_craft_1849,o_ind_1849,o_serv_1849,o_agr_1849,p_1821,p_1831,c_1831,c_1832,c_1833,p_1837,c_1836,c_1837,p_1840,p_1843,p_1846,c_1848,p_1849,c_1849,c_1850,c_1851,p_1852,c_1852,c_1853,c_1854,p_1855,c_1855,c_1856,c_1857,c_1858,c_1859,p_1861,p_1864,c_1866,p_1867,c_1867,c_1868,p_1871,c_1873,c_1874,p_1875,rkm_1875,rkm_1874,rkm_1873,rkm_1872,rkm_1871,rkm_1870,rkm_1869,rkm_1868,rkm_1867,rkm_1866,rkm_1865,rkm_1864,rkm_1863,rkm_1862,rkm_1861,rkm_1860,rkm_1859,rkm_1858,rkm_1857,rkm_1856,rkm_1855,rkm_1854,rkm_1853,rkm_1852,rkm_1851,rkm_1850,rkm_1849,rkm_1848,rkm_1847,rkm_1846,rkm_1845,rkm_1844,rkm_1843,rkm_1842,rkm_1841,rkm_1840,rkm_1839,rkm_1838,rkm_1837,area
Landkreis,Wohlau,WOHLAU,0,Breslau,Schlesien,BRE,2159,448,6775,27725,36627,40701,53,21,0,42489,0,6,44543,45465,47219,15,47847,87,0,0,48960,0,0,0,49192,22,0,0,0,0,49819,49799,126,49524,15,0,48396,59,0,47083,21.92,21.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.6214
Landkreis,Bromberg,BROMBERG,0,Bromberg,Posen,BRO,3200,659,9894,23131,36478,39990,595,0,0,44539,0,0,48642,51597,56077,492,56972,211,0,0,62386,229,35,0,65460,237,0,0,0,0,77085,81718,800,86740,29,0,91378,632,0,97731,90.010002,90.010002,90.010002,90.010002,80.589996,80.589996,80.589996,80.589996,80.589996,80.589996,80.589996,80.589996,80.589996,80.589996,70.800003,44.740002,44.740002,44.740002,44.740002,44.740002,44.740002,44.740002,44.740002,44.740002,26.059999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479.2935
Landkreis,Chodziesen/Kolmar in Posen,CHODZIESEN,0,Bromberg,Posen,BRO,1697,464,6067,30692,29346,33361,238,0,0,37859,0,85,40554,43064,45568,51,45326,397,0,0,47352,43,12,0,47570,508,0,0,0,0,51173,52921,939,52187,24,0,52699,206,0,54304,41.799999,41.799999,41.799999,41.799999,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,27.120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0387
Landkreis,Taschrnikow,CZARNIKAU,0,Bromberg,Posen,BRO,1517,676,8831,24991,34986,43153,435,0,0,48717,0,110,51491,54406,56718,156,57632,290,0,0,59978,56,12,0,61105,674,0,0,0,0,65953,68860,844,68352,0,0,69041,404,0,68343,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,68.540001,34.27,34.27,34.27,34.27,34.27,34.27,34.27,34.27,34.27,34.27,18.98,18.98,18.98,0,0,0,0,0,0,0,0,0,0,0,1643.0693
Landkreis,Gnesen,GNESEN,0,Bromberg,Posen,BRO,1523,155,5039,37868,40304,41220,155,0,0,46720,0,12,49803,52333,54861,61,51609,887,0,0,52547,747,0,0,53302,0,0,0,0,0,54319,56883,1003,56191,0,0,59530,71,0,59720,45.639999,26.360001,26.360001,26.360001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.152
Landkreis,Inowraclaw/Hohensalza,INOWRAZLAW,0,Bromberg,Posen,BRO,1875,228,7202,50528,39478,40621,1213,0,0,51506,0,43,56165,58533,63725,11,63323,1269,0,0,64356,449,0,0,64065,351,0,0,0,0,66480,69757,505,72324,0,0,76564,2046,0,76219,77.129997,77.129997,77.129997,49.939999,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,9.6400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664.5381
Landkreis,Mogilnow,MOGILNO,0,Bromberg,Posen,BRO,1118,118,4121,27573,26868,26373,443,0,0,30823,0,30,33087,34313,37192,7,34559,609,0,0,37490,212,0,0,37560,74,0,0,0,0,39613,40558,300,42423,0,0,46121,357,0,44720,34.57,34.57,34.57,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947.27362
Landkreis,Schubin,SCHUBIN,0,Bromberg,Posen,BRO,1626,463,4514,31779,299246,33329,704,0,0,39609,0,4,42622,45372,48840,105,46044,842,0,0,49088,169,0,0,49593,280,0,0,0,0,53245,56050,1141,56059,0,0,57381,355,0,56685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134.0958
Landkreis,Wirsitz,WIRSITZ,0,Bromberg,Posen,BRO,1696,320,3610,34553,29660,31473,567,0,0,37825,0,141,40059,43427,46957,598,47014,363,0,0,49939,138,0,0,50550,722,0,0,0,0,55774,57901,1238,57291,0,0,57127,423,0,56696,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.5817
Landkreis,Wongrowiz,WONGROWITZ,0,Bromberg,Posen,BRO,1081,253,3032,37654,31033,35265,242,0,0,41415,0,0,44632,47928,50614,190,46102,1183,0,0,48704,31,0,0,49885,15,0,0,0,0,53333,55689,1536,54773,0,0,54774,88,0,54438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271.9598
Landkreis,Berent,BERENT,0,Danzig,Preussen,DAN,600,98,3222,27556,19634,23120,202,0,0,24540,0,3,27833,29660,30551,87,31194,132,0,0,32837,172,13,0,34718,47,0,4,0,0,38767,40863,67,43024,0,0,43770,309,0,44581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.4812
Stadtkreis,Danzig,DANZIG,2,Danzig,Preussen,DAN,5895,696,17470,2916,55395,54660,1076,0,0,56257,0,569,57933,58583,60577,718,58012,1126,0,0,61375,804,601,0,63178,1149,9,275,0,402,72280,78131,1542,81759,403,0,83592,160,0,91890,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.78027
Landkreis,Danzig,DANZIG,1,Danzig,Preussen,DAN,1269,275,10538,34531,39988,50065,546,0,0,55082,0,124,57509,60101,62887,153,62729,795,0,0,64601,563,71,0,64653,331,1,18,0,121,69242,72608,562,74683,137,0,76498,245,0,77680,45.490002,45.490002,45.490002,45.490002,45.490002,45.490002,36.150002,36.150002,36.150002,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,26.360001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.29139
Landkreis,Elbing,ELBING,0,Danzig,Preussen,DAN,3449,1068,9217,26169,41632,44406,404,0,0,45808,0,0,46990,51259,55008,320,54867,212,0,0,59349,321,165,0,58526,314,0,43,0,2,60852,63843,295,64725,21,0,68107,616,0,71015,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,23.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.5423
Landkreis,Carthaus,KARTHAUS,0,Danzig,Preussen,DAN,404,115,3163,36549,23599,29144,69,0,0,31406,0,6,43439,37383,39417,29,40341,10,0,0,42411,92,3,0,45081,58,0,0,0,3,51348,54088,37,55892,5,0,56123,7,0,56645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399.6865
Landkreis,Marienburg,MARIENBURG,0,Danzig,Preussen,DAN,2327,219,10621,27424,43807,44721,273,0,0,48556,0,35,49489,51417,53495,116,53740,32,0,0,55438,1523,33,0,54216,448,0,2,0,2,56131,58048,64,59030,23,0,58642,302,0,57546,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,37.279999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.74951
Landkreis,Neustadt,NEUSTADT,0,Danzig,Preussen,DAN,961,256,5653,35288,29486,35250,483,0,0,39782,0,129,41784,45636,47159,96,47943,126,0,0,48251,449,39,0,49770,372,0,12,0,2,55053,58277,185,60197,72,0,61039,0,0,62528,50.009998,50.009998,50.009998,50.009998,50.009998,50.009998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463.071
Landkreis,Stargard,PREUSSISCH STARGARD,0,Danzig,Preussen,DAN,1425,698,7496,31499,29461,34365,662,0,0,40544,0,44,43638,46159,49648,336,49055,101,0,0,53235,1524,70,0,56028,155,0,0,0,0,60431,63800,278,67249,5,0,70914,327,0,73438,95.279999,95.279999,95.279999,95.279999,95.279999,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,39.919998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.2941
Stadtkreis,Barmen,BARMEN,2,Düsseldorf,Rheinland,DUS,11181,33004,12106,12238,19566,24288,0,0,0,28975,0,0,30847,32984,34924,0,35924,50,0,0,39200,0,0,0,41442,0,0,0,0,175,49772,59526,66,64923,1136,0,74425,0,0,86469,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,3.0999999,0,0,0,0,5.5828342
Stadtkreis,Duisburg,DUISBURG,2,Düsseldorf,Rheinland,DUS,7183,6710,12498,29581,4416,5442,0,6,0,6471,0,0,7021,7506,8534,0,8934,2,0,0,9567,0,0,0,11617,0,0,0,0,0,13410,21313,148,25753,49,0,30525,0,0,37375,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,33.988003
Landkreis,Düsseldorf,DUSSELDORF,0,Düsseldorf,Rheinland,DUS,6792,3771,12509,24372,53814,62668,0,0,0,66704,0,0,69969,73709,76634,0,77962,124,8,0,82099,0,0,0,84233,0,0,0,0,0,92783,98938,115,105641,153,0,113825,0,0,126742,109.37,74.5,67.419998,67.419998,67.419998,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,15.14,15.14,15.14,15.14,15.14,15.14,15.14,0,402.24091
Stadtkreis,Elberfeld,ELBERFELD,2,Düsseldorf,Rheinland,DUS,11181,33004,12106,12238,22997,23398,0,0,0,26770,0,0,31514,34956,38243,0,38361,509,0,0,40569,0,0,0,41080,0,0,0,0,937,56293,61995,200,65310,712,0,71373,1,0,80568,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,0,0,20.735012
Landkreis,Essen,ESSEN,1,Düsseldorf,Rheinland,DUS,7183,6710,12498,29581,23466.82,25444.709,0,0,35,28831.545,0,0,30965.984,33281.797,35511.926,,37386.117,1,0,0,40121.133,0,0,0,46199.738,0,0,0,0,0,56731,61342,789,69134,90,0,83391,0,0,108565,128.02,122.68,122.68,122.68,122.68,72.309998,72.309998,72.309998,61.759998,61.759998,61.759998,61.759998,61.759998,61.759998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.161785
Stadtkreis,Essen,ESSEN,2,Düsseldorf,Rheinland,DUS,7183,6710,12498,29581,4746,5460,0,0,0,5784,0,0,6325,7119,7841,,8732,0,0,0,10475,0,0,0,12891,0,0,0,0,0,20766,31306,632,40659,155,38,51482,0,0,54763,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,5.8000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.52451
Landkreis,Geldern,GELDERN,0,Düsseldorf,Rheinland,DUS,5683,3929,11578,55951,38161,39689.484,0,0,0,40836.313,0,0,41886.914,43100.566,44147.777,0,44517.703,0,0,0,45302.316,0,0,0,45704.961,0,0,0,0,0,48155,48704,0,49432,5,0,49668,0,0,50545,77.5,37.959999,37.959999,37.959999,37.959999,37.959999,37.959999,37.959999,37.959999,33.439999,33.439999,33.439999,33.439999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.01624
Landkreis,Gladbach,GLADBACH,0,Düsseldorf,Rheinland,DUS,3478,29518,4020,18140,41064,45886,0,0,0,50690,0,0,53566,56003,58790,0,60517,0,0,0,65488,0,0,0,70284,0,0,0,0,0,81756,85056,2,91274,0,0,100165,0,0,110659,44.360001,44.360001,43.450001,32.529999,32.529999,32.529999,32.529999,32.529999,32.529999,32.529999,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,29.370001,16.120001,16.120001,0,0,0,0,0,0,0,0,0,0,0,0,251.02336
Landkreis,Grevenbroich,GREVENBROICH,0,Düsseldorf,Rheinland,DUS,1689,3088,2908,13205,29226,31327,0,0,0,32340,0,0,33579,34192,34533,0,35079,1,0,0,36144,0,0,0,37220,0,0,0,0,0,38866,39050,0,39157,0,0,38745,0,0,39073,26.959999,26.959999,26.959999,19.200001,19.200001,19.200001,19.200001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,6.4000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.37686
Landkreis,Kempen,KEMPEN,0,Düsseldorf,Rheinland,DUS,3302,8644,6692,20932,46947,49678,0,0,0,52873,0,0,55691,58131,60385,0,61600,2,0,0,65942,0,0,0,70138,0,0,0,0,0,74998,76606,0,79160,0,0,83579,0,0,86721,92.949997,87.529999,87.529999,87.529999,87.529999,87.529999,87.529999,39.919998,39.919998,20.190001,5.27,5.27,5.27,5.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387.43039
Landkreis,Kleve,KLEVE,0,Düsseldorf,Rheinland,DUS,3595,750,8458,22765,38703,42194,0,0,0,45137,0,0,46767,48003,49022,0,49300,0,0,0,50036,0,0,1,48911,0,0,0,0,0,48795,48897,7,48277,0,0,47038,0,0,47404,68.099998,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,43.77,21.09,21.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.72119
Landkreis,Krefeld,KREFELD,0,Düsseldorf,Rheinland,DUS,3979,22689,7123,11130,32735,37611,0,0,0,44079,0,0,48419,53247,57870,0,61193,1,0,0,66695,0,0,0,72804,8,0,0,0,0,77250,80644,2,81163,1,0,85348,0,0,92685,46.849998,46.849998,46.849998,46.849998,46.849998,35.400002,35.400002,35.400002,35.400002,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,24.33,11.9,11.9,11.9,11.9,11.9,11.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,187.99413
Landkreis,Lennep,LENNEP,0,Düsseldorf,Rheinland,DUS,4221,11014,5284,11354,45636,52843,0,0,0,59148,0,0,62536,65094,67435,0,67204,227,0,0,70834,0,0,0,71415,0,0,0,0,0,75090,76993,6,79814,52,0,82113,0,0,88128,30.200001,15.14,15.14,15.14,15.14,15.14,15.14,15.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.26407
Landkreis,Mettmann,METTMANN,0,Düsseldorf,Rheinland,DUS,11181,33004,12106,12238,31793,43451,0,0,0,46743,0,0,48321,50140,51555,0,52238,81,0,0,55216,0,0,0,56987,0,0,0,0,0,50393,52053,11,52671,211,0,54027,0,0,58067,57.32,57.32,57.32,57.32,57.32,57.32,57.32,57.32,50.459999,50.459999,50.459999,50.459999,50.459999,50.459999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,49.939999,26.74,26.74,26.74,26.74,22.219999,22.219999,22.219999,22.219999,0,0,0,0,297.76022
Landkreis,Moers,MORS,0,Düsseldorf,Rheinland,DUS,5683,3929,11578,55951,39116,42491.516,0,0,0,44876.688,0,0,46637.086,48620.434,50458.223,0,51552.297,4,0,0,53153.684,0,0,0,54335.039,0,0,0,0,0,58774,59013,12,59149,0,0,57827,0,0,59587,51.369999,18,18,18,18,18,18,17.32,17.32,17.32,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,0,0,0,0,0,0,0,0,0,0,0,0,553.09344
Landkreis,Mülheim an der Ruhr,MULHEIM AN DER RUHR,1,Düsseldorf,Rheinland,DUS,7183,6710,12498,29581,35144.18,38106.289,0,49,30,4317.8457,0,0,46375.016,49843.203,53183.074,0,55989.883,97,0,0,60085.867,0,0,0,69189.258,2,0,0,0,0,84961,88652,409,96786,36,0,106779,0,0,124361,158.10001,139.38,97.919998,97.919998,97.919998,97.919998,97.919998,97.919998,67.029999,67.029999,67.029999,67.029999,67.029999,67.029999,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,15.06,0,0,0,0,0,0,0,0,0,438.19028
Landkreis,Neuss,NEUSS,0,Düsseldorf,Rheinland,DUS,2212,954,5149,18908,28601,30946,0,0,0,33221,0,0,34805,35952,36472,0,36929,16,0,0,37999,0,0,0,39190,0,0,0,0,0,40869,42189,3,42784,8,0,43909,0,0,45456,54.91,54.91,54.91,54.91,54.91,54.91,47.080002,39.169998,39.169998,39.169998,39.169998,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,12.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.34763
Landkreis,Rees,REES,0,Düsseldorf,Rheinland,DUS,3600,719,6438,21426,33127,41681,0,5,24,45066,0,0,47561,49117,49639,2,49918,11,0,0,51130,0,0,12,51406,22,0,0,0,0,53634,54679,41,54907,19,0,54463,0,0,56429,91.830002,73.589996,73.589996,73.589996,73.589996,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,45.950001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.99677
Landkreis,Solingen,SOLINGEN,0,Düsseldorf,Rheinland,DUS,6911,3908,6730,17918,44552,52122,0,0,0,57434,0,0,60212,63228,65462,0,67196,22,0,0,71815,0,0,0,74203,0,0,0,0,0,81624,85241,9,88896,9,0,92454,0,0,98347,53.93,37.889999,35.400002,35.400002,35.400002,35.400002,35.400002,35.400002,35.400002,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,0,0,0,0,311.66
Landkreis,Erfurt,ERFURT,0,Erfurt,Sachsen,ERF,4712,2975,8277,16653,32240,39458,0,177,0,42357,0,0,42077,43742,46168,0,46367,237,979.6430518,0,47955,0,0,0,48016,380,0,0,0,0,52791,55979,986,57965,0,0,61417,1,0,67363,29.75,29.75,29.75,29.75,29.75,29.75,29.75,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,0,0,0,0,0,0,0,0,0,0,358.40866
Landkreis,Heiligenstadt,HEILIGENSTADT,0,Erfurt,Sachsen,ERF,3602,7649,5842,10972,31403,34548,0,0,0,38345,0,0,40099,41172,42338,0,42509,1,4.133514986,0,42347,0,0,0,41769,0,0,0,0,0,41459,41889,1,39239,0,0,36692,9,0,37970,26.209999,21.84,20.110001,20.110001,20.110001,20.110001,20.110001,20.110001,20.110001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.60461
Landkreis,Langesalza,LANGENSALZA,0,Erfurt,Sachsen,ERF,1939,1657,3753,14326,26260,27324,0,38,0,30456,0,0,31312,31875,32574,0,32518,0,0,0,33051,0,0,0,33211,0,0,0,0,0,33793,34112,154,34522,0,0,34501,0,0,34506,15.29,15.29,15.29,15.29,15.29,15.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.54672
Landkreis,Mühlhausen,MUHLHAUSEN,0,Erfurt,Sachsen,ERF,4302,6796,4751,10299,34867,38833,0,387,0,42030,0,0,44112,45637,45866,0,46178,0,0,0,46735,0,0,0,47070,0,0,0,0,0,48658,50011,13,48449,0,0,50161,4,0,52125,25.83,25.83,25.83,25.83,25.83,25.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.12027
Landkreis,Nordhausen,NORDHAUSEN,0,Erfurt,Sachsen,ERF,4513,8334,5893,9552,40425,42397,0,0,0,48463,0,0,51457,53512,54339,0,55439,106,438.1525886,0,56542,0,0,0,57526,0,0,0,0,0,60835,61455,24,62162,0,0,62903,1,0,65667,61.009998,61.009998,61.009998,61.009998,61.009998,61.009998,61.009998,31.030001,31.030001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.02151
Landkreis,Schleusingen,SCHLEUSINGEN,0,Erfurt,Sachsen,ERF,2910,2587,3865,4685,26273,29760,0,0,0,32625,0,0,34007,35520,36274,0,37213,0,0,0,37368,0,0,0,35426,0,0,0,0,0,36695,37317,33,37568,0,0,38188,0,0,40248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.68115
Landkreis,Weissensee,WEISSENSEE,0,Erfurt,Sachsen,ERF,1259,997,3189,14808,17816,19587,0,28,0,21021,0,0,21908,22874,23551,0,24399,23,95.07084469,0,24989,0,0,0,25420,130,0,0,0,0,26506,26509,220,27240,0,0,26791,0,0,26711,26.280001,26.280001,10.54,10.54,10.54,10.54,10.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.61932
Landkreis,Worbis,WORBIS,0,Erfurt,Sachsen,ERF,2022,7061,5133,11759,30942,33251,0,0,0,38200,0,0,40653,41645,42475,0,42558,0,0,0,42910,0,0,0,43509,0,0,53,0,0,44046,44729,29,41553,0,0,39873,0,0,41401,30.049999,30.049999,30.049999,30.049999,30.049999,30.049999,23.120001,23.120001,23.120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.18008
Landkreis,Ziegenrück,ZIEGENRUCK,0,Erfurt,Sachsen,ERF,806,390,972,5935,8617,11214,0,0,0,12391,0,0,12826,13333,13667,0,13631,0,0,0,13709,0,0,0,14103,0,0,0,0,0,14312,14475,2,14841,0,0,14812,1,0,15154,8.21,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.64331
Landkreis,Arnswalde,ARNSWALDE,0,Frankfurt,Brandenburg,FRA,1563,594,5359,21987,22775,28185,185,0,0,31292,0,0,33533,35345,37285,534,37800,138,8.028301887,0,39836,59,14,0,40782,303,0,0,0,0,42892,43647,973,42559,0,0,42311,5,0,42171,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,32.240002,0,0,0,0,0,0,0,0,0,0,1310.5909
Stadtkreis,Frankfurt a. O.,FRANKFURT,2,Frankfurt,Brandenburg,FRA,2942,713,10215,6115,15765,21210,0,3,0,23378,0,0,24948,26858,28481,0,28460,0,0,0,30191,0,14,0,30938,128,0,0,0,0,34253,36688,1380,38451,0,0,40693,5,0,44318,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,8.1999998,0,0,0,0,0,71.989998
Landkreis,Friedeberg,FRIEDEBERG,0,Frankfurt,Brandenburg,FRA,2445,512,7294,23296,31069,36525,307,0,0,40507,0,0,43767,45431,48816,165,50803,130,7.562893082,0,52050,73,79,0,52585,123,0,0,0,0,55028,55708,558,55104,0,0,54762,16,0,54666,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,60.029999,22.139999,22.139999,22.139999,22.139999,22.139999,22.139999,22.139999,22.139999,22.139999,22.139999,0,0,0,0,0,0,0,0,0,0,1092.1874
